checked,sitename,city,lat,lon,scientificname,commonname,genus,cultivar,author,citation_year,treatment,date,time,month,year,raw_date,dateloc,trait,mean,units,n,statname,stat,notes,entity,method
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"lewhoK0RP, lewhoK2RP, lewhoK4RP",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,9.5,mg g-1,4,MSD,2.400,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"lewhoK0DP, lewhoK2DP, lewhoK4DP",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,5.6,mg g-1,4,MSD,2.200,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"lewhoK0RP, lewhoK2RP, lewhoK4RP",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,8.3,mg g-1,4,MSD,2.200,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaves_per_shoot_total,11.2,NA,4,MSD,0.800,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaves_per_shoot_total,16.4,NA,4,MSD,0.900,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaves_per_shoot_total,17.2,NA,4,MSD,0.700,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaves_per_shoot_total,11.2,NA,4,MSD,0.800,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaves_per_shoot_total,17,NA,4,MSD,0.900,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaves_per_shoot_total,17.3,NA,4,MSD,0.700,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaf_width,24.8,mm,4,MSD,1.900,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaf_width,29.2,mm,4,MSD,2.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaf_width,27.6,mm,4,MSD,2.500,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaf_width,25.3,mm,4,MSD,1.900,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaf_width,31,mm,4,MSD,2.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaf_width,30.6,mm,4,MSD,2.500,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaf_length,964,mm,4,MSD,46.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaf_length,974,mm,4,MSD,50.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,DP (direct plants) : micropropagation,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaf_length,944,mm,4,MSD,74.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1996 Aug 5,Time Level of Confidence Unknown,8,1996,1996-08-04 19:00:00 -0500,5,leaf_length,1e3,mm,4,MSD,46.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1995 Oct 12,Time Level of Confidence Unknown,10,1995,1995-10-11 19:00:00 -0500,5,leaf_length,1e3,mm,4,MSD,50.000,"means of multiple treatments, K had no effect",NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,RP (rhizome plants) : rhizome plant rhizome cutting,1994 Sep 22,Time Level of Confidence Unknown,9,1994,1994-09-21 19:00:00 -0500,5,leaf_length,978,mm,4,MSD,74.000,"means of multiple treatments, K had no effect",NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,shoot_biomass,460,Mg/ha == t/ha,10,SE,54.000,NA,NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,shoot_biomass,720,Mg/ha == t/ha,10,SE,102.000,NA,NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,root_biomass,370,g m-2,10,SE,45.000,NA,NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,root_biomass,320,g m-2,10,SE,34.000,NA,NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,rhizome_biomass,1090,g m-2,10,SE,454.000,NA,NA,NA
checked,NA,Hornum,56.83,9.43,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,hornum,Hansen,2004,Observational,May 1999,Time Level of Confidence Unknown,5,1999,1999-05-14 19:00:00 -0500,6,rhizome_biomass,1260,g m-2,10,SE,360.000,NA,NA,NA
checked,SoyFACE,Urbana,40.04,-88.24,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Dohlman,2009,observational,Season: [UNRECOGNIZED SEASON MONTH] 2004,Time Level of Confidence Unknown,NA,2004,2004-02-29 18:00:00 -0600,7,SLA,15.3,m2 kg-1,4,SE,0.120,"pairwise sp comparison SE = (15.3-11.7)/(qt(1-0.0001/2,4)*2)",NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCS,26,percent,4,SE,1.020,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCS,19,percent,4,SE,2.310,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCL,6.57,percent,4,SE,0.190,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCL,8.24,percent,4,SE,0.280,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stemN,0.78,percent,4,SE,0.080,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stemN,0.34,percent,4,SE,0.010,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stem_starch,1.48,percent,4,SE,0.530,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stem_starch,1.15,percent,4,SE,0.620,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,leafN,1.33,percent,4,SE,0.030,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leafN,1.04,percent,4,SE,0.030,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,leaf_starch,0.79,percent,4,SE,0.060,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_starch,0.21,percent,4,SE,0.180,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,IVDMDS,53.3,percent,4,SE,1.850,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,IVDMDS,48.3,percent,4,SE,1.300,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,IVDMDL,51.2,percent,4,SE,1.330,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,IVDMDL,46.2,percent,4,SE,1.060,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,CelluloseS,34.6,percent,4,SE,3.520,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,CelluloseS,40,percent,4,SE,2.410,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,CelluloseL,37.2,percent,4,SE,1.300,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,CelluloseL,40.9,percent,4,SE,2.040,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,MXG by SAOF hybrid,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_ash,2.08,percent,4,SE,0.020,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_ash,4.36,percent,4,SE,0.220,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_ash,4.45,percent,4,SE,0.090,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,aboveN,0.43,g kg-1 DW,3,MSD,0.230,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,aboveN,0.5,g kg-1 DW,3,MSD,0.230,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,aboveN,0.5,g kg-1 DW,3,MSD,0.230,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,aboveN,0.49,g kg-1 DW,3,MSD,0.230,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,aboveN,0.31,g kg-1 DW,3,MSD,0.230,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1999 Nov 19,07:00:00 (Europe/Berlin),11,1999,1999-11-19 00:00:00 -0600,5,aboveN,0.42,g kg-1 DW,3,MSD,0.190,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1999 Nov 19,07:00:00 (Europe/Berlin),11,1999,1999-11-19 00:00:00 -0600,5,aboveN,0.67,g kg-1 DW,3,MSD,0.190,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1999 Nov 19,07:00:00 (Europe/Berlin),11,1999,1999-11-19 00:00:00 -0600,5,aboveN,0.43,g kg-1 DW,3,MSD,0.190,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1999 Nov 19,07:00:00 (Europe/Berlin),11,1999,1999-11-19 00:00:00 -0600,5,aboveN,0.59,g kg-1 DW,3,MSD,0.190,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,1999 Nov 19,07:00:00 (Europe/Berlin),11,1999,1999-11-19 00:00:00 -0600,5,aboveN,0.46,g kg-1 DW,NA,MSD,0.190,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1999 Feb 28,07:00:00 (Europe/Berlin),2,1999,1999-02-28 00:00:00 -0600,5,aboveN,0.78,g kg-1 DW,NA,MSD,0.290,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1999 Feb 28,07:00:00 (Europe/Berlin),2,1999,1999-02-28 00:00:00 -0600,5,aboveN,0.84,g kg-1 DW,NA,MSD,0.290,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1999 Feb 28,07:00:00 (Europe/Berlin),2,1999,1999-02-28 00:00:00 -0600,5,aboveN,0.58,g kg-1 DW,NA,MSD,0.290,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1999 Feb 28,07:00:00 (Europe/Berlin),2,1999,1999-02-28 00:00:00 -0600,5,aboveN,0.75,g kg-1 DW,NA,MSD,0.290,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,1999 Feb 28,07:00:00 (Europe/Berlin),2,1999,1999-02-28 00:00:00 -0600,5,aboveN,0.65,g kg-1 DW,NA,MSD,0.290,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1998 Nov 22,07:00:00 (Europe/Berlin),11,1998,1998-11-22 00:00:00 -0600,5,aboveN,0.84,g kg-1 DW,NA,MSD,0.310,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1998 Nov 22,07:00:00 (Europe/Berlin),11,1998,1998-11-22 00:00:00 -0600,5,aboveN,1.01,g kg-1 DW,NA,MSD,0.310,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1998 Nov 22,07:00:00 (Europe/Berlin),11,1998,1998-11-22 00:00:00 -0600,5,aboveN,0.56,g kg-1 DW,NA,MSD,0.310,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1998 Nov 22,07:00:00 (Europe/Berlin),11,1998,1998-11-22 00:00:00 -0600,5,aboveN,1.03,g kg-1 DW,NA,MSD,0.310,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,1998 Nov 22,07:00:00 (Europe/Berlin),11,1998,1998-11-22 00:00:00 -0600,5,aboveN,0.68,g kg-1 DW,NA,MSD,0.310,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1998 Feb 14,07:00:00 (Europe/Berlin),2,1998,1998-02-14 00:00:00 -0600,5,aboveN,1.37,g kg-1 DW,NA,MSD,0.340,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1998 Feb 14,07:00:00 (Europe/Berlin),2,1998,1998-02-14 00:00:00 -0600,5,aboveN,1.13,g kg-1 DW,NA,MSD,0.340,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1998 Feb 14,07:00:00 (Europe/Berlin),2,1998,1998-02-14 00:00:00 -0600,5,aboveN,1.35,g kg-1 DW,NA,MSD,0.340,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1998 Feb 14,07:00:00 (Europe/Berlin),2,1998,1998-02-14 00:00:00 -0600,5,aboveN,1.44,g kg-1 DW,NA,MSD,0.340,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1997 Nov 10,07:00:00 (Europe/Berlin),11,1997,1997-11-10 00:00:00 -0600,5,aboveN,1.4,g kg-1 DW,NA,MSD,0.560,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1997 Nov 10,07:00:00 (Europe/Berlin),11,1997,1997-11-10 00:00:00 -0600,5,aboveN,1.31,g kg-1 DW,NA,MSD,0.560,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1997 Nov 10,07:00:00 (Europe/Berlin),11,1997,1997-11-10 00:00:00 -0600,5,aboveN,1.65,g kg-1 DW,NA,MSD,0.560,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1997 Nov 10,07:00:00 (Europe/Berlin),11,1997,1997-11-10 00:00:00 -0600,5,aboveN,1.48,g kg-1 DW,NA,MSD,0.560,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,biomassH2O,31,percent,3,MSD,10.400,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,biomassH2O,49.3,percent,3,MSD,10.400,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,biomassH2O,42.4,percent,3,MSD,10.400,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,biomassH2O,43.1,percent,3,MSD,10.400,NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,2000 Feb 1,07:00:00 (Europe/Berlin),2,2000,2000-02-01 00:00:00 -0600,5,biomassH2O,39.5,percent,3,MSD,10.400,NA,NA,NA
